auth_user_id,exam_name,actual_mark,pass_mark,result_status
623ab1ddfb492fa5df2908d3,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623aba2cfb492fa5df2a5c9f,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623a70fafb492fa5df1d3bb2,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623a84f3fb492fa5df2132bc,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623a74effb492fa5df1e0bc8,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - April Week 3,11.25,6,Pass
623a9be9fb492fa5df255d46,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a338ffb492fa5df0cde2b,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a8d34fb492fa5df22be24,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a710ffb492fa5df1d401d,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623ac604fb492fa5df2c30de,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a4e17fb492fa5df14fa5b,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a4dc9fb492fa5df14e541,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a4c11fb492fa5df146d79,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a62b1fb492fa5df1a1d37,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623a9930fb492fa5df24e40b,Class 10 - Weekly MCQ Exam - April Week 3,12.5,6,Pass
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623ab3e3fb492fa5df295ca1,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623ab8eefb492fa5df2a2ac2,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623ad1befb492fa5df2df54d,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a9be9fb492fa5df255d46,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a8a95fb492fa5df224248,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623ac77bfb492fa5df2c6a13,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a97dcfb492fa5df24a781,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623a67b6fb492fa5df1b3bcc,Class 10 - Weekly MCQ Exam - April Week 3,13.75,6,Pass
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a7385fb492fa5df1dc1c8,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623ac942fb492fa5df2caf3e,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623ab493fb492fa5df2978dc,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623ab2d8fb492fa5df2931b1,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a3c81fb492fa5df0fe0dd,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a318cfb492fa5df0c2456,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623aa54ffb492fa5df26f883,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a318efb492fa5df0c24df,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a4d1afb492fa5df14b55d,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623aa068fb492fa5df26247d,Class 10 - Weekly MCQ Exam - April Week 3,15.0,6,Pass
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623acba8fb492fa5df2d0ba7,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a7246fb492fa5df1d806e,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a8278fb492fa5df20b953,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623aba31fb492fa5df2a5d79,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a338ffb492fa5df0cde2b,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a4e50fb492fa5df1509dc,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623ab493fb492fa5df2978dc,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623ab3e3fb492fa5df295ca1,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623acba8fb492fa5df2d0ba7,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623ab95afb492fa5df2a3be6,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623aba2cfb492fa5df2a5c9f,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623aa336fb492fa5df269e65,Class 10 - Weekly MCQ Exam - April Week 2,-0.25,6,Fail
623a5273fb492fa5df16218e,Class 10 - Weekly MCQ Exam - April Week 2,-1.25,6,Fail
623a4e76fb492fa5df1513f2,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623a4daffb492fa5df14de4a,Class 10 - Weekly MCQ Exam - April Week 2,5.0,6,Fail
623a3243fb492fa5df0c6751,Class 10 - Weekly MCQ Exam - April Week 2,3.5,6,Fail
623a3979fb492fa5df0ee826,Class 10 - Weekly MCQ Exam - April Week 2,8.25,6,Pass
623a4d1afb492fa5df14b55d,Class 10 - Weekly MCQ Exam - April Week 2,9.5,6,Pass
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 2,5.5,6,Fail
623ac061fb492fa5df2b5443,Class 10 - Weekly MCQ Exam - April Week 2,5.5,6,Fail
623ab752fb492fa5df29ea1b,Class 10 - Weekly MCQ Exam - April Week 2,8.0,6,Pass
623a9531fb492fa5df242f5c,Class 10 - Weekly MCQ Exam - April Week 2,9.25,6,Pass
623a3c91fb492fa5df0fe5fc,Class 10 - Weekly MCQ Exam - April Week 2,10.5,6,Pass
623a9117fb492fa5df237351,Class 10 - Weekly MCQ Exam - April Week 2,10.5,6,Pass
623ab929fb492fa5df2a343c,Class 10 - Weekly MCQ Exam - April Week 2,10.5,6,Pass
623a5e1efb492fa5df190b33,Class 10 - Weekly MCQ Exam - April Week 2,4.0,6,Fail
623a4e07fb492fa5df14f604,Class 10 - Weekly MCQ Exam - April Week 2,9.0,6,Pass
623a5fc0fb492fa5df196e94,Class 10 - Weekly MCQ Exam - April Week 2,10.25,6,Pass
623acf03fb492fa5df2d8ca8,Class 10 - Weekly MCQ Exam - April Week 2,10.25,6,Pass
623a9324fb492fa5df23d212,Class 10 - Weekly MCQ Exam - April Week 2,11.5,6,Pass
623a4076fb492fa5df111aae,Class 10 - Weekly MCQ Exam - April Week 2,11.5,6,Pass
623a6d59fb492fa5df1c764b,Class 10 - Weekly MCQ Exam - April Week 2,12.75,6,Pass
623a4fb2fb492fa5df156846,Class 10 - Weekly MCQ Exam - April Week 2,-1.25,6,Fail
623a338ffb492fa5df0cde2b,Class 10 - Weekly MCQ Exam - April Week 2,0.0,6,Fail
623a52bafb492fa5df163464,Class 10 - Weekly MCQ Exam - April Week 2,1.25,6,Fail
623aaa81fb492fa5df27d599,Class 10 - Weekly MCQ Exam - April Week 2,2.5,6,Fail
623aa5e9fb492fa5df271253,Class 10 - Weekly MCQ Exam - April Week 2,2.5,6,Fail
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - April Week 2,2.5,6,Fail
623a48f5fb492fa5df1390e1,Class 10 - Weekly MCQ Exam - April Week 2,2.5,6,Fail
623abf33fb492fa5df2b259d,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623ab03bfb492fa5df28c569,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623a3486fb492fa5df0d370d,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623a35c5fb492fa5df0da820,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623aae3efb492fa5df28735a,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623aa068fb492fa5df26247d,Class 10 - Weekly MCQ Exam - April Week 2,3.75,6,Fail
623a6f07fb492fa5df1cd1cb,Class 10 - Weekly MCQ Exam - April Week 2,5.0,6,Fail
623a608cfb492fa5df199dfd,Class 10 - Weekly MCQ Exam - April Week 2,5.0,6,Fail
623a8ea6fb492fa5df2300d1,Class 10 - Weekly MCQ Exam - April Week 2,5.0,6,Fail
623a3a1efb492fa5df0f1d9e,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623abd09fb492fa5df2acf82,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a7b9efb492fa5df1f6373,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a4e27fb492fa5df14feb0,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a4f38fb492fa5df1547ad,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a46d7fb492fa5df12fa61,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a9945fb492fa5df24e7e6,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623aa0ecfb492fa5df263b2b,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623ab34ffb492fa5df2944b6,Class 10 - Weekly MCQ Exam - April Week 2,6.25,6,Pass
623a3724fb492fa5df0e2163,Class 10 - Weekly MCQ Exam - April Week 2,7.5,6,Pass
623ab8d2fb492fa5df2a268e,Class 10 - Weekly MCQ Exam - April Week 2,7.5,6,Pass
623ab1ddfb492fa5df2908d3,Class 10 - Weekly MCQ Exam - April Week 2,7.5,6,Pass
623ab2d8fb492fa5df2931b1,Class 10 - Weekly MCQ Exam - April Week 2,7.5,6,Pass
623acba8fb492fa5df2d0ba7,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a4a30fb492fa5df13e85e,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623ac77bfb492fa5df2c6a13,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623ab96afb492fa5df2a3e48,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a574ffb492fa5df175f7d,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623ad5a9fb492fa5df2e88aa,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623ac953fb492fa5df2cb1d9,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a98cffb492fa5df24d300,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a74effb492fa5df1e0bc8,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623aca29fb492fa5df2cd1ff,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a58e1fb492fa5df17c4a8,Class 10 - Weekly MCQ Exam - April Week 2,8.75,6,Pass
623a35c5fb492fa5df0da820,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a84f3fb492fa5df2132bc,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623aa09cfb492fa5df262d86,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a52b1fb492fa5df1631fe,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623ab88bfb492fa5df2a1b70,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623ab8abfb492fa5df2a2075,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a941afb492fa5df23fdf8,Class 10 - Weekly MCQ Exam - April Week 2,10.0,6,Pass
623a9fc8fb492fa5df260923,Class 10 - Weekly MCQ Exam - April Week 2,11.25,6,Pass
623a925efb492fa5df23ae5a,Class 10 - Weekly MCQ Exam - April Week 2,11.25,6,Pass
623a4567fb492fa5df129054,Class 10 - Weekly MCQ Exam - April Week 2,11.25,6,Pass
623ac942fb492fa5df2caf3e,Class 10 - Weekly MCQ Exam - April Week 2,11.25,6,Pass
623a71d0fb492fa5df1d67dc,Class 10 - Weekly MCQ Exam - April Week 2,11.25,6,Pass
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623a318cfb492fa5df0c2456,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623abbadfb492fa5df2a98e7,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623ab8eefb492fa5df2a2ac2,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623ab51afb492fa5df298ed5,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623ab44efb492fa5df296daf,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623a8675fb492fa5df217c5b,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623a473bfb492fa5df1315ad,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623ad1befb492fa5df2df54d,Class 10 - Weekly MCQ Exam - April Week 2,12.5,6,Pass
623a41cffb492fa5df1181bd,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623acd8dfb492fa5df2d54bb,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623acd24fb492fa5df2d4517,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623aa797fb492fa5df2759dd,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623a8d34fb492fa5df22be24,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623ac604fb492fa5df2c30de,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623a318efb492fa5df0c24df,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623a3c81fb492fa5df0fe0dd,Class 10 - Weekly MCQ Exam - April Week 2,13.75,6,Pass
623a7385fb492fa5df1dc1c8,Class 10 - Weekly MCQ Exam - April Week 2,15.0,6,Pass
623a4e17fb492fa5df14fa5b,Class 10 - Weekly MCQ Exam - April Week 2,15.0,6,Pass
623a97dcfb492fa5df24a781,Class 10 - Weekly MCQ Exam - April Week 2,15.0,6,Pass
623a48d2fb492fa5df138705,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3724fb492fa5df0e2163,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a4e7cfb492fa5df1515a9,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ac604fb492fa5df2c30de,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3313fb492fa5df0cb1a2,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a9db6fb492fa5df25ad86,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623aa4acfb492fa5df26dd62,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab813fb492fa5df2a0867,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a7a6afb492fa5df1f25e9,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab3e3fb492fa5df295ca1,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab95cfb492fa5df2a3c2a,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a58e1fb492fa5df17c4a8,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623acccdfb492fa5df2d382b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a9117fb492fa5df237351,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a8675fb492fa5df217c5b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623abc84fb492fa5df2aba9b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a7327fb492fa5df1dae44,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a8c9dfb492fa5df22a281,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a6d59fb492fa5df1c764b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a338ffb492fa5df0cde2b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a6164fb492fa5df19d01a,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a41cffb492fa5df1181bd,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3724fb492fa5df0e2163,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623aa09afb492fa5df262d0e,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3486fb492fa5df0d370d,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a52bafb492fa5df163464,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ad513fb492fa5df2e72c7,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623acd8dfb492fa5df2d54bb,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a51f3fb492fa5df160079,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a632bfb492fa5df1a38df,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a46ccfb492fa5df12f732,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a4567fb492fa5df129054,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623aa02ffb492fa5df261aa5,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab88bfb492fa5df2a1b70,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a9324fb492fa5df23d212,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623acccdfb492fa5df2d382b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a6992fb492fa5df1ba4f2,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ace64fb492fa5df2d7493,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab59afb492fa5df29a357,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623ab8e4fb492fa5df2a292f,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623abc84fb492fa5df2aba9b,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a54f8fb492fa5df16c814,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623aa54ffb492fa5df26f883,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623aa09cfb492fa5df262d86,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3313fb492fa5df0cb1a2,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a3724fb492fa5df0e2163,সাপ্তাহিক পরীক্ষা - ১,0.0,8,Fail
623a7a14fb492fa5df1f148e,সাপ্তাহিক পরীক্ষা - ১,-0.25,8,Fail
623a8675fb492fa5df217c5b,সাপ্তাহিক পরীক্ষা - ১,-0.25,8,Fail
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,-0.25,8,Fail
623a7025fb492fa5df1d0ebc,সাপ্তাহিক পরীক্ষা - ১,1.0,8,Fail
623a9af1fb492fa5df2532de,সাপ্তাহিক পরীক্ষা - ১,1.0,8,Fail
623a72ecfb492fa5df1da27e,সাপ্তাহিক পরীক্ষা - ১,2.0,8,Fail
623a3313fb492fa5df0cb1a2,সাপ্তাহিক পরীক্ষা - ১,1.75,8,Fail
623a846afb492fa5df2118a2,সাপ্তাহিক পরীক্ষা - ১,3.75,8,Fail
623aa0ecfb492fa5df263b2b,সাপ্তাহিক পরীক্ষা - ১,3.0,8,Fail
623a7a6afb492fa5df1f25e9,সাপ্তাহিক পরীক্ষা - ১,4.25,8,Fail
623ac694fb492fa5df2c46e3,সাপ্তাহিক পরীক্ষা - ১,4.75,8,Fail
623a5fc0fb492fa5df196e94,সাপ্তাহিক পরীক্ষা - ১,9.75,8,Pass
623ace64fb492fa5df2d7493,সাপ্তাহিক পরীক্ষা - ১,7.0,8,Fail
623a5fe0fb492fa5df197620,সাপ্তাহিক পরীক্ষা - ১,6.75,8,Fail
623a4f0cfb492fa5df153bc4,সাপ্তাহিক পরীক্ষা - ১,6.5,8,Fail
623ab44cfb492fa5df296d6d,সাপ্তাহিক পরীক্ষা - ১,11.5,8,Pass
623aa4acfb492fa5df26dd62,সাপ্তাহিক পরীক্ষা - ১,6.25,8,Fail
623aa09cfb492fa5df262d86,সাপ্তাহিক পরীক্ষা - ১,8.75,8,Pass
623a3243fb492fa5df0c6751,সাপ্তাহিক পরীক্ষা - ১,10.0,8,Pass
